StartDate,EndDate,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CONS,SC1,SC2,D1,D2,D3,D4,D5,D6,D7_1,D7_2,D7_3,D7_4,D7_5,D7_9,D8,D9,D10,Q1,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q5_Q5_6,Q5_Q5_7,Q5_Q5_7_TEXT,Q6_Q6_1,Q6_Q6_2,Q6_Q6_3,Q6_Q6_4,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q7_Q7_5,Q7_Q7_6,Q8_Q8_1,Q8_Q8_2,Q8_Q8_3,Q8_Q8_4,Q8_Q8_5,Q8_Q8_7,Q8_Q8_9,Q9_Q9_1,Q9_Q9_2,Q9_Q9_3,Q9_Q9_4,Q9_Q9_5,Q9_Q9_6,Q10_Q10_1,Q10_Q10_2,Q10_Q10_3,Q10_Q10_4,Q10_Q10_5,Q10_Q10_6,Q10_Q10_7,Q10_Q10_8,Q10_Q10_9,Q10_Q10_10,Q11_Q11_1,Q11_Q11_2,Q11_Q11_3,Q11_Q11_4,Q11_Q11_5,Q11_Q11_6,Q12_Q12_1,Q12_Q12_2,Q12_Q12_3,Q12_Q12_4,Q12_Q12_5,Q12_Q12_6,Q12_Q12_7,Q13_Q13_1,Q13_Q13_2,Q13_Q13_3,Q13_Q13_4,Q13_Q13_5,Q13_Q13_6,Q13_Q13_7,Q13_alt_Q13_alt_1,Q13_alt_Q13_alt_2,Q13_alt_Q13_alt_3,Q13_alt_Q13_alt_4,Q13_alt_Q13_alt_5,Q13_alt_Q13_alt_6,Q13_alt_Q13_alt_7,Q14_Q14_1,Q14_Q14_2,Q14_Q14_3,Q14_Q14_4,Q15_Q15_1,Q15_Q15_2,Q15_Q15_3,Q15_Q15_4,Q15_Q15_5,Q15_Q15_6,Q15_Q15_7,Q16_Q16_1,Q16_Q16_2,Q16_Q16_3,Q16_Q16_4,Q16_Q16_5,Q16_Q16_6,Q16_Q16_7,Q16_Q16_7_TEXT,STIM_1_COMM,STIM_1_TIME_First_Click,STIM_1_TIME_Last_Click,STIM_1_TIME_Page_Submit,STIM_1_TIME_Click_Count,STIM_2_COMM,STIM_2_TIME_First_Click,STIM_2_TIME_Last_Click,STIM_2_TIME_Page_Submit,STIM_2_TIME_Click_Count,STIM_3_COMM,STIM_3_TIME_First_Click,STIM_3_TIME_Last_Click,STIM_3_TIME_Page_Submit,STIM_3_TIME_Click_Count,STIM_4_COMM,STIM_4_TIME_First_Click,STIM_4_TIME_Last_Click,STIM_4_TIME_Page_Submit,STIM_4_TIME_Click_Count,STIM_5_COMM,STIM_5_TIME_First_Click,STIM_5_TIME_Last_Click,STIM_5_TIME_Page_Submit,STIM_5_TIME_Click_Count,STIM_6_COMM,STIM_6_TIME_First_Click,STIM_6_TIME_Last_Click,STIM_6_TIME_Page_Submit,STIM_6_TIME_Click_Count,STIM_7_COMM,STIM_7_TIME_First_Click,STIM_7_TIME_Last_Click,STIM_7_TIME_Page_Submit,STIM_7_TIME_Click_Count,STIM_8_COMM,STIM_8_TIME_First_Click,STIM_8_TIME_Last_Click,STIM_8_TIME_Page_Submit,STIM_8_TIME_Click_Count,Q17,Q18,Q19,Q20,Q21_Q21_1,Q21_Q21_2,Q21_Q21_3,Q21_Q21_4,Q21_Q21_5,Q21_Q21_6,Q21_Q21_7,Q21_Q21_8,Q21_Q21_9,Q21_Q21_10,Q21_Q21_11,Q22_Q22_1,Q22_Q22_2,Q22_Q22_3,Q22_Q22_4,Q22_Q22_5,Q22_Q22_6,Q22_Q22_7,Q22_Q22_8,Q23_Q23_1,Q23_Q23_2,Q23_Q23_3,Q23_Q23_4,Q23_Q23_5,Q23_Q23_6,Q23_Q23_7,Q23_Q23_8,Q24_Q24_1,Q24_Q24_2,Q24_Q24_3,Q24_Q24_4,Q24_Q24_5,Q24_Q24_6,Q24_Q24_7,Q24_Q24_8,Q25_Q25_1,Q25_Q25_2,Q25_Q25_3,Q25_Q25_4,Q25_Q25_5,Q25_Q25_6,Q25_Q25_7,Q25_Q25_8,Q25_Q25_9,Q25_Q25_10,Q26_Q26_1,Q26_Q26_2,Q26_Q26_3,Q26_Q26_4,Q26_Q26_5,Q26_Q26_6,Q26_Q26_7,opp,rid,RISN,gc,term,respondenttype,filter_$
2018-10-17T17:08:37Z,2018-10-17T17:23:02Z,0,104.63.6.23,100,865,1,2018-10-17T17:23:02Z,R_3kv6AMTEjpLKm9W,,,,,37.172607421875,-89.64569854736328125,anonymous,EN,1,1,1,1,5,5,2,28,2,1,-99,-99,-99,-99,-99,13,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,3,-99,-99,1,5,1,1,7,5,1,1,1,1,7,1,7,7,7,1,6,1,6,1,1,6,6,2,4,1,4,7,4,4,4,7,4,6,5,1,5,2,1,2,1,5,1,6,1,1,1,2,9,9,9,1,4,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,4,4,1,7,4,5,4,7,4,4,5,4,7,4,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,15.526,15.526,18.47,1,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Qual1439-0913GPNational,5bc7c0e9-5720-4ad6-a49c-cacb822489cc,3161464,1,,white,1
2018-10-17T17:15:28Z,2018-10-17T17:23:09Z,0,47.39.162.20,100,461,1,2018-10-17T17:23:09Z,R_1DN2DrMKd5XTQi3,,,,,33.5547027587890625,-84.18720245361328125,anonymous,EN,1,1,1,4,3,2,1,11,1,1,-99,-99,-99,-99,-99,16,NA,NA,6,3,5,4,2,2,3,3,5,7,6,3,4,4,-99,3,2,2,5,-99,-99,3,2,4,6,3,4,6,2,6,3,4,3,6,5,1,7,1,3,6,5,6,2,5,5,5,3,2,3,7,4,7,5,2,3,1,3,5,5,7,6,7,7,2,6,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,9,2,9,1,1,7,2,5,2,4,5,5,7,7,2,4,4,3,7,4,4,6,5,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,i have nothing to say,5.447,11.214,22.039,5,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,5,99,4,2,4,5,3,6,4,5,6,4,4,4,5,4,5,4,3,5,5,4,5,5,3,6,3,4,4,4,5,3,6,4,3,4,4,5,6,5,3,4,4,5,6,2,5,2,4,7,5,4,7,5,3,Qual1439-0913GPNational,5bc7c288-42a7-4fe5-94fc-11e83fa0dd76,3161464,1,,white,1
2018-10-17T17:15:31Z,2018-10-17T17:24:56Z,0,161.97.200.197,100,564,1,2018-10-17T17:24:56Z,R_vJMVzqfb4HiWq6l,,,,,40.1305999755859375,-104.95040130615234375,anonymous,EN,1,1,1,1,4,4,4,3,2,1,1,-99,-99,-99,-99,12,NA,NA,4,4,3,4,5,2,3,4,4,3,3,4,3,1,2,7,7,2,7,-99,-99,3,1,2,4,2,3,5,6,6,4,7,5,7,7,6,7,7,2,7,3,2,7,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,5,5,3,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,6,5,7,6,4,4,6,4,6,4,2,2,5,5,4,6,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,1.725,36.55,36.501,8,,NA,NA,NA,NA,,NA,NA,NA,NA,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,5,4,3,4,5,6,5,3,4,4,5,4,3,4,3,4,4,5,2,4,5,3,4,4,4,4,4,4,4,4,4,4,3,3,5,3,5,5,5,Qual1439-0913GPNational,5bc7c292-6821-4958-8fd3-e072114cc7a2,3161464,1,,multirace,1
2018-10-17T17:02:33Z,2018-10-17T17:27:45Z,0,174.232.141.78,100,1512,1,2018-10-17T17:27:46Z,R_3QWu0VehkKiDG8s,,,,,41.0196990966796875,-81.6212005615234375,anonymous,EN,1,1,1,7,1,1,1,26,2,1,-99,-99,-99,-99,-99,16,NA,NA,3,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,7,2,-99,7,7,7,7,7,7,7,5,5,3,4,4,6,7,7,4,7,4,4,4,2,4,7,7,7,4,7,6,7,7,4,7,5,7,7,4,7,4,6,2,3,4,7,7,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,1,2,7,7,7,7,7,7,1,4,3,1,4,1,1,1,1,1,3,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,8.015,22.172,23.167,8,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,1,1,99,99,7,7,7,7,1,7,4,7,1,4,7,7,1,4,1,5,1,1,7,7,4,7,4,4,7,7,7,7,4,7,4,7,7,7,4,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,Qual1439-0913GPNational,5bc7bf82-5e6a-4188-b615-e9dc4f07b93d,3161464,1,,white,1
2018-10-17T16:59:02Z,2018-10-17T17:29:23Z,0,108.252.140.35,100,1820,1,2018-10-17T17:29:24Z,R_3F5vGznoQNKxqWU,,,,,37.5670013427734375,-121.9828948974609375,anonymous,EN,1,1,1,1,4,4,1,37,2,1,-99,-99,-99,-99,-99,12,NA,NA,1,5,5,5,5,5,5,5,5,4,4,4,4,6,1,1,1,1,1,1,-99,5,5,5,5,1,7,5,7,7,1,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,1,2,4,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,2,6,6,5,5,4,1,1,1,1,1,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,That is funny,38.173,38.173,43.77,1,,NA,NA,NA,NA,99,99,99,99,7,7,7,7,1,7,7,4,7,7,7,6,1,6,1,6,1,1,5,1,2,6,5,6,3,4,6,4,5,5,5,4,5,5,4,6,6,6,5,6,6,5,6,1,6,5,5,5,5,5,5,5,Qual1439-0913GPNational,5bc7beab-6b98-4fb1-b9b6-29aeded2ec14,3161464,1,,white,1
2018-10-17T17:26:51Z,2018-10-17T17:32:16Z,0,73.199.137.245,100,324,1,2018-10-17T17:32:17Z,R_2azWqK9zd1jgqYs,,,,,39.3740997314453125,-74.6118011474609375,anonymous,EN,1,1,1,7,1,2,1,20,2,1,-99,-99,-99,-99,-99,12,NA,NA,2,6,7,5,6,6,7,7,6,6,6,7,7,2,7,5,3,4,6,1,Cool,6,6,7,7,6,7,7,6,7,7,5,7,6,7,7,7,6,7,5,7,7,7,6,6,5,7,7,5,7,6,7,6,6,7,7,7,5,6,7,7,7,7,6,5,6,7,NA,NA,NA,NA,NA,NA,NA,2,1,9,9,1,2,2,7,5,5,7,7,6,5,5,7,6,7,7,6,7,5,5,7,6,Facebook,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,Nope,1.085,18.801,21.958,7,2,6,2,7,4,3,5,6,1,3,2,2,4,5,7,7,6,6,6,7,7,7,6,7,7,7,7,6,6,7,6,6,6,7,7,7,7,6,7,7,6,6,6,5,6,7,6,7,7,7,6,5,6,7,5,5,Qual1439-0913GPNational,5bc7c537-9ab6-419b-a69f-7d4abdff1bf7,3161464,1,,white,1
2018-10-17T17:20:35Z,2018-10-17T17:44:36Z,0,99.203.10.42,100,1440,1,2018-10-17T17:44:37Z,R_vZhr17qrppDzcWJ,,,,,33.965301513671875,-118.272705078125,anonymous,EN,1,1,1,4,4,4,3,46,2,1,-99,-99,-99,-99,-99,13,NA,NA,0,5,6,5,5,5,6,5,5,3,3,4,4,7,7,6,1,1,1,1,-99,1,1,1,1,1,4,1,1,1,1,4,4,3,7,7,3,6,4,5,4,4,2,5,2,3,3,5,2,3,2,1,3,5,7,4,1,7,2,1,3,4,5,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,1,9,2,9,2,1,1,5,3,6,5,6,6,1,3,5,2,6,2,2,2,1,2,2,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,21.639,45.506,47.902,4,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,5,5,6,5,5,7,3,6,5,5,5,1,1,1,1,3,1,1,1,3,3,6,3,3,3,2,3,3,3,1,2,2,2,2,4,5,4,4,4,4,6,5,4,4,4,6,4,4,5,5,6,5,Qual1439-0913GPNational,5bc7c3c1-c835-44c1-95b1-cd6994775229,3161464,1,,white,1
2018-10-17T17:16:43Z,2018-10-17T17:48:05Z,0,172.56.42.151,100,1882,1,2018-10-17T17:48:05Z,R_2qdTEvI76f1p5Gv,,,,,47.630096435546875,-122.2971954345703125,anonymous,EN,1,1,1,5,2,2,3,13,2,1,-99,-99,-99,-99,-99,12,NA,NA,3,1,3,2,2,2,2,2,3,1,2,3,2,4,1,3,2,1,4,1,-99,2,3,2,2,1,2,3,2,3,2,4,5,6,6,5,7,6,3,4,5,4,5,6,6,5,5,5,5,5,6,5,6,6,6,5,5,6,3,4,3,5,5,4,5,5,6,1,4,9,9,2,4,1,NA,NA,NA,NA,NA,NA,NA,6,6,4,7,4,4,5,6,5,5,5,5,3,3,4,1,6,3,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,No,7.936,52.453,57.501,9,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,3,2,2,6,5,5,5,6,4,3,4,4,6,4,5,5,3,6,5,4,4,4,5,6,6,5,4,4,5,7,4,5,6,6,4,6,6,6,4,5,3,6,6,4,6,3,5,4,5,6,6,5,6,5,3,4,Qual1439-0913GPNational,5bc7c2cf-0667-446f-9f35-f8f7b2f8fb13,3161464,1,,white,1
2018-10-17T17:51:29Z,2018-10-17T17:58:22Z,0,208.54.40.181,100,413,1,2018-10-17T17:58:23Z,R_V2Ox2uWd6cS0iSB,,,,,42.3755950927734375,-83.10849761962890625,anonymous,EN,1,1,1,5,4,4,1,9,2,1,-99,-99,-99,-99,-99,12,NA,NA,0,5,6,3,5,7,7,5,5,4,7,6,5,3,4,5,4,3,4,5,-99,5,4,4,5,7,5,6,7,7,7,5,6,5,4,5,5,5,6,7,6,4,5,5,6,7,7,7,7,6,7,3,7,2,5,5,4,6,7,7,5,6,6,5,5,6,6,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,5,7,6,7,7,7,7,7,7,7,7,7,6,6,6,5,6,6,-99,No,0.55,13.887,17.153,5,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,4,3,5,2,1,1,1,1,1,1,1,1,1,1,1,6,5,5,5,5,4,5,4,1,4,7,2,4,2,5,6,5,5,5,4,2,5,3,5,5,3,3,7,6,6,7,2,6,4,2,6,4,3,2,1,6,Qual1439-0913GPNational,5bc7caf9-50ce-4479-8048-2b485cc4c5e4,3161464,1,,white,1
2018-10-17T17:45:13Z,2018-10-17T18:01:14Z,0,68.205.104.217,100,961,1,2018-10-17T18:01:14Z,R_1LvgkgvkfXBBofs,,,,,28.65130615234375,-81.20659637451171875,anonymous,EN,1,1,1,5,6,6,2,22,2,1,-99,-99,-99,-99,-99,18,3,2,0,5,5,5,5,5,5,6,5,1,1,1,1,6,1,6,1,1,6,-99,-99,6,6,6,6,1,1,6,1,1,1,4,1,4,6,6,1,6,1,4,5,2,2,4,1,1,4,5,1,5,5,5,6,5,4,6,5,6,7,4,5,5,4,2,2,5,2,1,9,3,1,9,1,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,4,6,5,4,4,4,4,4,4,4,4,4,4,-99,-99,,NA,NA,NA,NA,-99,21.096,30.502,32.206,4,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,99,99,99,99,7,7,7,7,6,3,6,3,6,7,7,6,4,4,1,4,1,1,4,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,4,4,4,4,5,4,5,Qual1439-0913GPNational,5bc7c982-fac3-4866-ac8a-07eaaeb6b967,3161464,1,,white,1
2018-10-17T18:32:29Z,2018-10-17T18:41:05Z,0,75.115.21.44,100,516,1,2018-10-17T18:41:05Z,R_aeNv6ElHzjL5fDb,,,,,28.0821990966796875,-82.52390289306640625,anonymous,EN,1,1,1,7,5,5,2,21,2,1,-99,-99,-99,-99,-99,18,4,2,3,5,5,6,5,6,5,6,6,5,5,6,5,6,6,5,4,5,5,-99,-99,6,6,6,6,4,4,5,4,4,5,6,6,5,6,5,6,5,6,6,6,6,6,6,5,4,5,4,5,4,4,5,5,4,5,6,5,6,5,6,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,2,5,5,5,6,4,5,3,6,4,3,3,4,5,3,4,6,3,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,7.824,12.092,15.954,3,,NA,NA,NA,NA,,NA,NA,NA,NA,4,5,3,5,4,5,4,4,5,5,4,4,4,5,4,6,2,5,2,5,4,1,5,2,2,2,2,2,2,2,2,4,4,3,4,4,4,5,4,5,5,5,5,5,5,5,5,4,5,6,5,6,5,6,6,6,Qual1439-0913GPNational,5bc7d497-2c8d-4db9-84db-fde91a76e223,3161464,1,,white,1
2018-10-17T18:19:12Z,2018-10-17T18:51:24Z,0,70.253.68.93,100,1932,1,2018-10-17T18:51:25Z,R_2sarkvNZx1d1wQC,,,,,26.272003173828125,-80.25800323486328125,anonymous,EN,1,1,1,6,2,2,1,48,2,1,-99,-99,-99,-99,-99,14,NA,NA,5,5,6,4,4,5,5,4,5,3,2,3,3,5,5,1,1,1,4,4,-99,2,2,2,2,2,4,5,3,2,2,6,6,5,6,6,6,6,6,6,5,7,6,7,2,5,2,7,2,3,4,5,6,7,5,6,1,3,3,5,3,5,3,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,2,9,2,9,1,2,2,7,5,4,5,5,3,1,3,4,2,5,1,2,1,1,1,2,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,20.54,74.46,75.939,10,2,1,2,1,2,4,2,2,4,5,7,7,4,3,2,6,1,3,1,5,1,1,5,2,1,6,1,1,2,1,3,3,4,1,1,1,1,1,3,4,4,4,5,5,5,5,5,4,2,6,4,5,7,5,4,6,Qual1439-0913GPNational,5bc7d177-8da3-443e-8852-63cb06dde087,3161464,1,,white,1
2018-10-18T10:51:08Z,2018-10-18T10:57:21Z,0,71.94.103.80,100,372,1,2018-10-18T10:57:22Z,R_10Vtr1texZaM2Yc,,,,,43.774200439453125,-88.43520355224609375,anonymous,EN,1,1,1,7,7,7,1,17,1,1,-99,-99,-99,-99,-99,12,NA,NA,1,7,7,7,7,7,7,7,7,7,7,7,6,7,1,7,1,-99,7,7,-99,1,1,1,1,1,1,2,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,7,7,7,7,6,7,7,7,1,7,1,1,7,7,-99,Nope,1.114,17.47,19.761,16,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,3,99,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Qual1439-0913GPNational,5bc8b9f7-ccb9-44ac-b9e7-af4d1de1c40d,3161464,1,,white,1
2018-10-18T11:04:53Z,2018-10-18T11:17:31Z,0,24.126.225.9,100,758,1,2018-10-18T11:17:32Z,R_2VNKNRJtASkOzUH,,,,,33.9700927734375,-84.2216033935546875,anonymous,EN,1,1,1,5,4,4,3,5,2,1,-99,-99,-99,-99,-99,16,NA,NA,2,4,4,4,4,5,5,4,5,5,4,5,4,5,5,5,5,2,5,-99,-99,3,5,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,5,5,3,5,5,4,5,5,4,6,4,6,4,4,5,3,4,3,5,3,3,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,1,9,9,9,9,9,1,4,5,5,3,5,6,5,5,6,6,4,6,6,6,6,2,6,-99,-99,,NA,NA,NA,NA,Funny science joke,1.629,22.6,32.487,11,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,3,6,4,6,5,6,6,6,1,6,4,4,6,5,5,5,1,5,1,5,1,1,5,6,6,6,6,6,6,6,6,3,4,5,5,4,3,5,5,4,5,5,5,4,5,5,5,1,1,5,4,5,4,4,5,5,Qual1439-0913GPNational,5bc8bd30-b5a5-4650-a493-98f86b6e8f29,3161464,1,,white,1
2018-10-18T11:10:42Z,2018-10-18T11:20:18Z,0,74.141.33.223,100,576,1,2018-10-18T11:20:19Z,R_1mLepjkzkX6SIGY,,,,,41.23260498046875,-80.4530029296875,anonymous,EN,1,1,-99,7,1,2,3,6,1,1,-99,-99,-99,-99,-99,7,NA,NA,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-99,-99,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,5,5,5,4,5,6,6,5,6,7,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4,6,6,5,7,7,7,7,7,7,7,7,7,7,7,7,7,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,Ok,42.874,45.584,45.677,4,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,4,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,6,6,6,7,4,5,4,6,3,4,4,4,4,4,4,4,Qual1439-0913GPNational,5bc8be8c-d7b2-4391-9791-0882661111e1,3161464,1,,white,1
2018-10-18T10:58:48Z,2018-10-18T11:21:43Z,0,192.119.167.109,100,1374,1,2018-10-18T11:21:45Z,R_10VMbLOVf5ZC3Ed,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,1,1,7,7,7,1,11,1,1,-99,-99,-99,-99,-99,10,NA,NA,7,7,7,7,7,7,7,7,7,3,3,7,7,7,2,2,2,1,2,-99,-99,2,2,7,7,7,7,7,3,3,2,7,1,7,7,1,7,7,7,7,1,1,7,1,7,7,1,7,1,7,7,7,7,7,1,7,7,7,7,7,1,1,1,7,7,7,1,1,4,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,1,3,7,1,1,3,1,1,1,1,1,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,No comment,10.131,15.919,23.213,3,,NA,NA,NA,NA,3,7,4,7,1,1,1,1,1,7,7,7,7,7,7,7,1,7,1,7,7,1,7,7,1,7,3,7,1,7,7,7,7,7,2,1,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,Qual1439-0913GPNational,5bc8bbb0-7f08-4d58-943c-5a2798d83d5b,3161464,1,,white,1
2018-10-18T12:41:33Z,2018-10-18T12:47:05Z,0,72.168.160.186,100,331,1,2018-10-18T12:47:06Z,R_3qxKYGWlIQ943fB,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,1,1,4,2,2,1,16,1,1,-99,-99,-99,-99,-99,13,NA,NA,5,6,7,6,6,6,6,6,5,5,6,6,6,7,6,6,7,5,6,-99,-99,7,6,6,6,5,6,6,6,6,7,7,6,6,6,6,7,6,6,7,6,6,6,7,6,6,7,6,5,7,6,5,6,6,7,7,6,6,6,6,5,6,6,6,7,6,7,2,1,4,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,6,6,5,6,7,6,6,7,5,6,6,-99,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,14.22,14.22,16.447,1,99,6,99,5,5,5,4,5,3,5,5,4,6,5,5,5,2,6,2,5,2,5,5,5,6,5,3,5,5,5,5,5,5,6,6,5,5,5,5,6,5,5,5,5,6,6,5,2,2,5,5,6,6,5,6,5,Qual1439-0913GPNational,5bc8d3cc-4423-42c4-9d25-2908a1c44c5c,3161464,1,,white,1
2018-10-18T12:41:11Z,2018-10-18T12:47:34Z,0,164.51.235.85,100,383,1,2018-10-18T12:47:34Z,R_1l3pgdBVLVvU0kj,,,,,30.27020263671875,-82.625396728515625,anonymous,EN,1,1,1,6,4,4,2,14,2,1,-99,-99,-99,-99,-99,12,NA,NA,1,4,5,5,5,5,4,4,4,5,5,5,4,7,1,1,1,1,7,1,-99,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,5,5,6,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,1,4,4,4,4,3,3,3,4,3,4,3,3,1,1,1,1,4,1,-99,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,-99,0,0,27.323,0,,NA,NA,NA,NA,,NA,NA,NA,NA,2,99,3,99,5,4,5,4,5,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,5,3,5,4,5,4,4,5,4,4,4,5,4,5,5,5,4,5,4,4,5,4,5,4,Qual1439-0913GPNational,5bc8d3bd-fcbc-43ac-ad1b-045b172c0477,3161464,1,,white,1
